priority,company,region,town,type,fleet_signal,booking_platform,website,business_email,business_phone,contact_role_name,pain_signal,source_url
1,Whangarei Tours,Northland,Whangarei,day tour,small-scale personal sightseeing/eco tours in English and German,unknown,https://whangareitours.co.nz/,wendy@whangareitours.co.nz,+64 9 437 6238,unknown,Small guided sightseeing operation listed with Northland Inc; flexible-length tours,https://northlandnz.com/listing/whangarei-tours
1,Aspiring Guides,Queenstown Lakes,Wanaka,adventure w/ pickups,"Guided day hikes with accommodation pickup, 30-60 min drives",unknown,https://www.aspiringguides.com/,info@aspiringguides.com,+64 27 301 0466,unknown,Pickups arranged from Wanaka accommodation,https://www.aspiringguides.com/contact
1,Info & Snow (Pure Tourism Group),Queenstown Lakes,Queenstown,shuttle-transfer,Scheduled ski buses to Coronet Peak/Remarkables (count unknown),OperatorHub,https://www.infosnow.co.nz/,play@infosnow.co.nz,+64 3 442 5958,unknown,Employment page live; ownership changed 2025 to Pure Tourism Group,https://www.infosnow.co.nz/about/
1,Info & Track / Glenorchy Journeys,Queenstown Lakes,Queenstown / Glenorchy,shuttle-transfer,Daily track buses Queenstown-Glenorchy-Routeburn (count unknown),OperatorHub,https://www.infotrack.co.nz/,adventure@infotrack.co.nz,+64 3 442 9708,unknown,"Great Walks season daily departures, airport + accommodation pickups on request",https://www.infotrack.co.nz/
1,WanaHaka,Queenstown Lakes,Wanaka,day tour,unknown,in-house,https://www.wanahaka.co.nz/,info@wanahaka.co.nz,+64 21 519 730,unknown,Maori-led wine/cultural tours across Wanaka and Queenstown,https://www.wanahaka.co.nz/
1,Wanaka Bike Tours,Queenstown Lakes,Wanaka,shuttle-transfer,Self-guided MTB shuttles Wanaka/Hawea/Lake Dunstan,unknown,https://wanakabiketours.co.nz/,hello@wanakabiketours.co.nz,0800 862 453,unknown,Shuttle pickups from outside Wanaka i-SITE,https://wanakabiketours.co.nz/shuttle-services/
1,Silver Bird Tours & Shuttles,Rotorua,Rotorua/Murupara,shuttle-transfer,11-seat Toyota Hiace vans,in-house,https://www.silverbirdshuttlesnzwix.com,silverbirdtours.shuttle@gmail.com,+64 21 079 4323,unknown,"Airport transfers from Auckland, hotel pickups, Whirinaki Forest tours, school trips; Maori whanau-owned",https://www.rotoruanz.com/visit/listing/things-to-do/silver-bird-tours-shuttles
1,Event Bus / Rambler Coachlines Invercargill,Southland,Invercargill,charter coach,Minibuses and charter coaches (Invercargill depot),unknown,https://ramblercoachlines.nz/invercargill-minibus-rental-coach-charter/,info@ramblercoachlines.co.nz,0800 233 662,unknown,Event Bus merged into Rambler Coachlines; Catlins/Milford/Doubtful day tours,https://ramblercoachlines.nz/invercargill-minibus-rental-coach-charter/
1,Taranaki Driven (Taranaki Mountain Shuttle),Taranaki,New Plymouth,shuttle-transfer,shuttle buses; family business since 2006,Bookit,https://taranakidriven.nz/,taranakishuttle@gmail.com,+64 27 772 0040,unknown,Daily bus New Plymouth to visitor centre plus Pouakai Crossing transfers and event transport,https://taranakidriven.nz/
1,My Waka Your Waka,Taupo/Turangi,Turangi,shuttle-transfer,hybrid vehicle(s),unknown,https://www.mywakayourwaka.com,info@mywakayourwaka.com,+64 21 146 7654,unknown,7-day 7:30am-8pm custom transfers/airport shuttles across Central Plateau,https://www.lovetaupo.com/en/operators/my-waka-your-waka/
1,Tongariro Adventures (Shuttle),Taupo/Turangi,Kuratau/Turangi,shuttle-transfer,"vehicles up to 8 guests, air-conditioned",unknown,https://www.tongariroadventures.co.nz,barb@tongariroadventures.co.nz,+64 7 386 6224,unknown,Year-round from 6:30am; bus/train/plane connection transfers + TAC + winter Whakapapa,https://www.lovetaupo.com/en/operators/shuttle-tongariro-adventures/
1,Cruise Tours Tauranga (Mount Classic division),Tauranga/Mt Maunganui,Mount Maunganui,day tour,modern air-conditioned fleet; all drivers PSL,in-house (cruisetourbooking.com),https://www.cruisetourstauranga.co.nz,info@cruisetourstauranga.co.nz,+64 7 571 2453,unknown,Multiple Rotorua/Hobbiton shore excursions per ship day with guaranteed back-to-ship timing,https://www.cruisetourstauranga.co.nz/about-us
1,Tauranga Cruise and Tour,Tauranga/Mt Maunganui,Tauranga,day tour,unknown (1-4 pax small group),in-house (cart),https://taurangacruiseandtour.co.nz,unknown,+64 21 052 2272,Nigel and Trudi (owners),Port-to-Hobbiton/Rotorua cruise day tours; two-person owner team handling bookings,https://taurangacruiseandtour.co.nz/contact/
1,Kune Bikes & Shuttles,Tongariro/Ruapehu,Ohakune,adventure w/ pickups,30+ e-bike hire fleet; shuttle vans + jet boat logistics across 7 trails,in-house,https://www.kuneshuttles.co.nz,info@kuneshuttles.co.nz,+64 22 583 1292,unknown,"Remote-trail shuttle logistics (Bridge to Nowhere, Mountains to Sea) daily 7am-6pm; multi-day group packages",https://www.kuneshuttles.co.nz/
1,Capital Shuttles & Tours,Wellington,Upper Hutt,shuttle-transfer,"hybrid cars, shuttle vans, wheelchair-accessible vehicle, coaches up to 50 pax",in-house,https://capitalshuttles.co.nz/,unknown,+64 27 564 4459,Rose (founder),Mixed fleet airport transfers plus private tours across Wellington/Kapiti/Wairarapa,https://www.nzonline.org.nz/places/capital-shuttles-tours-wellington-shuttle-services/
1,Kaewa Tours,Wellington,Wellington,day tour,private tours 1-11 guests; TECNZ member,in-house,https://kaewatours.co.nz/,info@kaewatours.co.nz,+64 21 2800075,unknown,"Strictly private tours never combined; Wellington, Kapiti, Wairarapa and multi-day",https://www.tourismexportcouncil.org.nz/member_listing/kaewa-tours/
1,Green Jersey Explorer Tours,Wellington/Wairarapa,Martinborough,adventure w/ pickups,"bike fleet plus Remutaka/Martinborough shuttle vans; staff Jo, Johnny, Marty, Leo, Bronwyn in reviews",in-house,https://greenjersey.co.nz/,tours@greenjersey.co.nz,0800 2 EXPLORE,unknown,Runs Wairarapa/Remutaka shuttles alongside 1-6 day cycle tours; multi-product scheduling,https://greenjersey.co.nz/remutaka-and-martinborough-shuttles/
1,Buller Adventures,West Coast,Westport,adventure w/ pickups,"unknown (20+ yrs; Old Ghost Road and Paparoa Track shuttles, rafting/jet boat)",in-house,https://www.bulleradventures.com,bulleradventures@gmail.com,0508 486 877,unknown,Trail shuttle + adventure activities; gmail business address suggests light ops tooling,https://www.bulleradventures.com/contact
1,East West Coaches,West Coast,Westport / Christchurch,shuttle-transfer,"unknown (25+ years; daily Westport-Punakaiki-Greymouth-Christchurch via Arthur's Pass, plus Lewis Pass/Hanmer 3x weekly)",Zaui,https://www.eastwestcoaches.co.nz,unknown,+64 27 201 8825,unknown,Long-haul daily route with multiple pickup towns; Zaui booking,https://www.eastwestcoaches.co.nz/
1,Franz Josef Wilderness Tours (Glacier Kayaks),West Coast,Franz Josef,adventure w/ pickups,unknown (kayak tours Lake Mapourika with transport from Franz Josef),unknown,https://www.glacierkayaks.com,office@glacierkayaks.com,unknown,unknown,Website lacks booking/ops details - likely manual,https://www.glacierkayaks.com/
1,Greymouth Taxis,West Coast,Greymouth,shuttle-transfer,"unknown (Hokitika airport shuttle, TranzAlpine transfers, Punakaiki/Shantytown/Hokitika Gorge trips)",unknown,https://www.westcoasttravel.co.nz/greymouth-taxis/,greymouthtaxis@xtra.co.nz,+64 3 768 7078,unknown,Taxi/shuttle hybrid handling train and coach connections - qualify whether tour side is material,https://www.westcoasttravel.co.nz/greymouth-taxis/
1,Haast River Safari,West Coast,Haast,adventure w/ pickups,"unknown (jet boat tours from The Red Barn, Airport Road; c/o Jet West Ltd)",other (Rezgo),https://www.haastriver.co.nz,info@haastriver.co.nz,0800 865 382,unknown,TECNZ member; Rezgo booking; remote location with coach-tour arrivals,https://www.haastriver.co.nz/
1,Kiwi Journeys,West Coast,Hokitika,multi-day,"Bike hire + shuttle + luggage transfer network; bases in Nelson, Hokitika, Cromwell, Gibbston",in-house,https://www.kiwijourneys.co.nz,info@kiwijourneys.co.nz,0800 292 538,unknown,Multi-region logistics; enquiry-form bookings,https://www.kiwijourneys.co.nz/west-coast-wilderness-trail-tours
1,Uzabus Whakatane,Whakatane,Whakatane,charter coach,"10-seat minivans to 53-61 seat coaches; depots Tauranga, Katikati, Whakatane, Opotiki",in-house,https://uzabus.co.nz,info@uzabus.co.nz,07 308 6169,unknown,Whakatane airport door-to-door shuttle every flight daily + cruise excursions + charters + school runs,https://www.whakatane.com/services/whakatane-uzabus
0,Auckland Bus and Coach Hire,Auckland,Auckland,charter coach,12 to 57 seat vehicles; all seat-belted air-con,in-house,https://aucklandbusandcoachhire.co.nz/,unknown,unknown,unknown,Quote-form charter booking Mon-Fri only; after-hours by email,https://aucklandbusandcoachhire.co.nz/
0,Auckland Scenic Tours,Auckland,Auckland,day tour,yellow Mercedes-Benz 12 and 15 seaters; max 14 pax; 30+ yrs,in-house,https://www.aucklandscenictours.co.nz/,unknown,+64 21 403 325,unknown,Free hotel pickups for half-day/full-day/extended tours starting 6:30am; direct booking system to manage,https://www.aucklandscenictours.co.nz/
0,Auckland Wine Tours (NZWINEPRO / New Zealand Wine Promotions Ltd),Auckland,Auckland,day tour,minibus shuttles 6-21 pax; Kumeu / Waiheke / Matakana vineyard shuttles,in-house,https://aucklandwinetours.co.nz/,unknown,+64 9 575 1958,unknown,Runs a scheduled Matakana Vineyard Shuttle plus Kumeu and Waiheke tours; multi-region pickups,https://aucklandwinetours.co.nz/matakana-vineyard-shuttle/
0,Comfort Airport Shuttle Ltd,Auckland,Orewa / Red Beach,shuttle-transfer,Mercedes V-class 7 and 8 seaters; private and shared 24h airport + cruise terminal shuttles,in-house,https://www.comfortairportshuttle.co.nz/,unknown,+64 22 136 8490,unknown,24-hour shared/private shuttle ops from Hibiscus Coast to airport and cruise terminals,https://www.aucklandnz.com/explore/comfort-airport-shuttle
0,Liberty Shuttles Tours NZ,Auckland,Kaukapakapa / Rodney,shuttle-transfer,"24/7 airport shuttle for Rodney, Hibiscus Coast, North Shore; 10+ yrs",unknown,https://libertyshuttles.co.nz/,unknown,unknown,unknown,24/7 365 early-morning airport runs and cruise-ship pickups across a wide rural catchment,https://www.nzonline.org.nz/places/liberty-shuttles-auckland-airport/
0,Quick Shuttle,Auckland,Auckland,shuttle-transfer,"9-13 seat vans, 16 seat minibuses, 16-41 seat coaches, 50-51 seat buses; luggage trailers",in-house,https://www.quickshuttle.co.nz/,unknown,0800 366 723,unknown,Manual quote reply to every booking request; testimonials name two staff handling all bookings,https://www.quickshuttle.co.nz/
0,VIP Shuttle Auckland,Auckland,Auckland,shuttle-transfer,"Mercedes 12-seat Sprinters, 8-seat V-class, Alphards, 20-seat Sprinter coach; licensed Auckland Airport operator; also Chch/Queenstown",in-house,https://www.vipshuttle.co.nz/,unknown,0800 847 888,unknown,After-hours emergency line published; quote-based booking; multi-city ops,https://www.vipshuttle.co.nz/
0,Waiheke Shuttles Ltd,Auckland,Waiheke Island,shuttle-transfer,25-seat and 15-seat air-con buses; corporate/social/venue transfers,in-house (Zoho quote form),https://www.waihekeshuttles.co.nz/,unknown,unknown,unknown,Quotation via Zoho form; preferred venue supplier doing door-to-door and venue-to-venue runs,https://www.waihekeshuttles.co.nz/
0,Wild Kiwi,Auckland,Freemans Bay Auckland,multi-day,small group max 18; own vehicles section on site; tours depart Auckland,in-house (mytourinfo.com for manage-booking),https://www.wildkiwi.com/,unknown,+64 9 973 5676,unknown,Multi-day guided tours ex-Auckland with pre-trip info portal; Calendly sales calls,https://www.wildkiwi.com/contact
0,Budget Buses & Shuttles,Canterbury,Temuka / Timaru,shuttle-transfer,unknown (Timaru-Christchurch city/airport service with SH1 pickups),unknown,unknown,unknown,unknown,unknown,Directory-listed only - no findable website,https://www.finda.co.nz/business/listing/r13s/budget-buses-shuttles/
0,Christchurch Coach Charter,Canterbury,Christchurch,charter coach,"Minibuses to coaches 12-57 seats, seat-belted and air-con",in-house,https://christchurchbusandcoachhire.co.nz,unknown,unknown,unknown,Quote-based charter operator; no online booking,https://christchurchbusandcoachhire.co.nz/
0,Hanmer Connection,Canterbury,Christchurch / Hanmer Springs,shuttle-transfer,unknown (coach; same group as Akaroa French Connection),in-house,https://www.hanmerconnection.co.nz,unknown,0800 242 663,unknown,Daily 9:00am/4:30pm scheduled service; also sold on Bookme and TripAdvisor,https://www.hanmerconnection.co.nz/
0,Kaikoura Shuttles,Canterbury,Kaikoura,shuttle-transfer,Ford Transit coach plus private charter vehicles; 7-day service 8am-5pm; daily 12:30pm scenic tour,unknown,https://kaikourashuttles.co.nz,unknown,+64 3 319 6166,unknown,Runs free accommodation pickups for daily tour plus train/bus/air connections - dispatch-heavy,https://www.kaikoura.co.nz/listing/kaikoura-shuttles
0,Rangitata Rafts (Hidden Valleys),Canterbury,Peel Forest / Christchurch pickups,adventure w/ pickups,"Runs own daily Christchurch return transport (9:30am departure, $30pp) and Geraldine pickups",unknown,https://www.hiddenvalleysrafting.co.nz,unknown,unknown,unknown,Daily Christchurch pickup transport sold as add-on via Bookme/Viator - coordination across channels,https://www.bookme.co.nz/things-to-do/christchurch-canterbury-kaikoura/activity/rafting-grade-5-rangitata-rafts/533
0,Coromandel Adventures,Coromandel,Coromandel Town,shuttle-transfer,unknown (scheduled shuttle Coromandel Town-Whitianga-Hahei-Hot Water Beach timed to 360 Discovery ferry),unknown,https://www.coromandeladventures.co.nz,unknown,unknown,unknown,Ferry-connected scheduled shuttle + guided Coastal Walkway/kauri tours + multi-day tours + private hire,https://www.newzealand.com/nz/plan/business/coromandel-adventures-shuttles/
0,Go Kiwi Shuttles,Coromandel,Whitianga,shuttle-transfer,unknown (daily Auckland city/airport-Coromandel scheduled service),unknown,unknown,unknown,unknown,unknown,Daily scheduled Auckland-Thames-Tairua-Hahei-Whitianga-Matarangi route with many stops,https://thecoromandel.com/explore/go-kiwi-transport-and-tours/
0,Fiordland Outdoors Co.,Fiordland,Te Anau,shuttle-transfer,Buses + water taxis (count unknown),unknown,https://www.fiordlandoutdoors.co.nz/,unknown (obfuscated on site),0800 347 453,unknown,Car relocation + track transport since 2012; family run,https://www.fiordlandoutdoors.co.nz/contact/
0,Fiordland Tours,Fiordland,Te Anau,day tour,"Specially fitted coaches, max 16 pax",in-house,https://fiordlandtours.co.nz/,unknown (obfuscated on site),+64 3 222 2838,unknown,Daily Milford tours with complimentary central Te Anau pickups; also runs guided hikes,https://fiordlandtours.co.nz/get-in-touch-with-fiordland-tours/
0,Waitomo Caves Tours & Transfers,Hamilton-Waikato,Waitomo Caves,shuttle-transfer,unknown (family-owned transport company; Otorohanga station transfers),unknown,unknown,unknown,unknown,unknown,"Transfers from Otorohanga train/bus to Waitomo activities (Glowing Adventures, Kiwi Cave Rafting, Hairy Feet); timing-critical connections",https://www.tripadvisor.com/Attraction_Review-g616349-d12495468-Reviews-Waitomo_Caves_Tours_Transfers-Waitomo_Caves_Waitomo_District_Waikato_Region_Nort.html
0,Hiking New Zealand,National,Rangiora,multi-day,small-group guided hiking trips; guide-driven vans,in-house,https://www.hikingnewzealand.com/,unknown,0800 697 232,unknown,Multi-day guided hiking with pickups; consultation bookings via HubSpot,https://www.hikingnewzealand.com/contact-us
0,Bay Tours Nelson,Nelson/Abel Tasman,Nelson,day tour,unknown,unknown,https://www.tripadvisor.com/Attraction_Review-g255678-d2005327-Reviews-Bay_Tours_Nelson-Nelson_Nelson_Tasman_Region_South_Island.html,unknown,unknown,unknown,Full-day Abel Tasman cruise plus wine tour combos 7:30am-4pm requiring boat/bus timing,https://www.tripadvisor.com/Attraction_Review-g255678-d2005327-Reviews-Bay_Tours_Nelson-Nelson_Nelson_Tasman_Region_South_Island.html
0,Bay of Islands Tours,Northland,Paihia / Kerikeri,day tour,modern air-con minibuses with driver guide; Cape Reinga full-day; pickups 8am Paihia 8:30am Kerikeri,in-house,https://www.bayofislands.tours/,unknown,unknown,unknown,Two-town staggered pickups for daily Cape Reinga departures,https://www.bayofislands.tours/product/cape-reinga-full-day-trip/
0,Far North Outback Adventures,Northland,Kaitaia,day tour,4WD Cape Reinga / 90 Mile Beach / Rarawa tours; small group,unknown,unknown,unknown,unknown,unknown,Owner-run small tours with strong TripAdvisor volume but no bookable website found,https://www.tripadvisor.com/Attraction_Review-g609158-d5579458-Reviews-Far_North_Outback_Adventures-Kaitaia_Northland_Region_North_Island.html
0,Northland Taxi Shuttles & Tours,Northland,Mangonui,shuttle-transfer,"taxi shuttle + day trips (Cape Reinga, Kaikohe, Opononi, Waipoua); airport runs Kerikeri/Kaitaia; bike transport",in-house,https://www.northlandtaxishuttles.co.nz/,unknown,021 070 5783,unknown,Contact-form bookings for a wide Far North service area,https://www.northlandtaxishuttles.co.nz/services
0,Paihia Taxis & Tours,Northland,Paihia,shuttle-transfer,minibus + taxi; groups 4-10; Cape Reinga tours; Auckland/Whangarei/Kerikeri airport transfers; cruise pickups,in-house,https://www.paihiataxis.nz/,unknown,09 402 7506,unknown,"Mixed taxi, cruise-ship and long-distance airport transfer dispatch",https://www.paihiataxis.nz/
0,Whangarei Bus Services (1994) Ltd (WPS),Northland,Whangarei (Raumanga),charter coach,"large and small coaches, mini-coaches, sedans/SUVs, Total Mobility vehicles; airport and cruise-ship transfers",in-house,https://www.whangareibus.co.nz/,unknown,09 438 6005,unknown,Cruise-ship transfer specialist with book-a-ride form; mixed mobility and charter work,https://www.whangareibus.co.nz/
0,BLACK NZ,Queenstown Lakes,Queenstown,shuttle-transfer,Large fleet of luxury SUVs and Mercedes Sprinter vans,unknown,https://www.blacknz.co.nz/,unknown,unknown,unknown,Group/event transfers coordination (site emphasises seamless coordination),https://www.blacknz.co.nz/luxury-transport/
0,KT Sightseeing & Taxi Wanaka,Queenstown Lakes,Wanaka,shuttle-transfer,"2x 6-seat vans, 1x 10-seat van, 9-seat minibus",unknown,https://www.kttaxis.co.nz/,unknown,+64 3 443 9368,unknown,Matukituki Valley track shuttles + airport transfers,https://www.newzealand.com/au/plan/business/kt-sightseeing-wanaka/
0,Ridgeline Adventures,Queenstown Lakes,Wanaka,adventure w/ pickups,4WD nature safari vehicles (count unknown),unknown,https://ridgelinenz.com/,unknown,unknown,unknown,4WD high-country and farm tours with Wanaka pickups,https://ridgelinenz.com/4wd-tours/
0,Smooth Ride Cabs,Queenstown Lakes,Queenstown,shuttle-transfer,"9+ vehicles incl. maxi van, 12-seat Sprinter, shuttles",in-house,https://smoothridecabs.co.nz/,unknown,+64 3 428 1616,unknown,Shared + private shuttles across Queenstown/Wanaka/Dunedin,https://smoothridecabs.co.nz/shuttle-service-queenstown/
0,Headfirst Travel (Geyser Link / SnapshOt),Rotorua,Rotorua,day tour,unknown (daily Geyser Link shuttle from Tourism Rotorua Visitor Centre + 90-min city sights),unknown,https://www.rotoruanz.com/visit/see-and-do/tours/headfirst-travel,unknown,unknown,unknown,Daily scheduled shuttle + short city tours with 'experienced drivers'; also operates Dunedin,https://www.rotoruanz.com/visit/see-and-do/tours/headfirst-travel
0,Ruggedy Range Wilderness Experience,Southland,Stewart Island (Oban),adventure w/ pickups,Scenic shuttle back to Oban + boat transfers,unknown,https://www.ruggedyrange.com/,unknown,unknown,unknown,Only locally owned overnight Rakiura guided walk operator; booking office 14 Main Rd Oban,https://www.ruggedyrange.com/
0,Withers Coachlines,Taranaki,New Plymouth,charter coach,coaches plus rental minivans and VIP cars; BCA and TIA member; Qualmark Silver,in-house,http://www.witherscoachlines.co.nz/,unknown,0800 751 177,unknown,"Coach day tours (Round the Mountain, City Sights), charters, school runs and weddings",http://www.witherscoachlines.co.nz/
0,Zealandier Tours,Tauranga/Mt Maunganui,Tauranga,day tour,unknown (fully escorted small-group tours; travel club),in-house,https://www.zealandiertours.com,unknown,+64 7 572 4118,unknown,Port of Tauranga shore excursions + Travel Club day trips/mini-breaks + N/S Island tours,https://www.zealandiertours.com/
0,Chur Shuttles,Tongariro/Ruapehu,Ohakune,shuttle-transfer,unknown (ski shuttle min 4 pax + weekend night shuttle),in-house,https://www.churshuttles.co.nz,unknown,unknown,unknown,Winter Turoa ski shuttle + Fri/Sat night shuttle 5pm-3am; private hire,https://www.churshuttles.co.nz/about/
0,Ruapehu Snow Shuttles (Scenic Shuttles),Tongariro/Ruapehu,National Park Village,shuttle-transfer,group product for 8-20 pax suggests minibus fleet,unknown (securedirectbookings),https://scenicshuttles.securedirectbookings.com/ruapehu-snow-shuttle-c357697.html,unknown,+64 20 4111 4648,unknown,Winter-only Whakapapa shuttle; group pricing tiers,https://snowscene.co.nz/blogs/snowsceneblog/everything-to-know-about-mt-ruapehu-carparking-and-shuttles
0,Tongariro Crossing Shuttles,Tongariro/Ruapehu,National Park Village,shuttle-transfer,"unknown (4 daily departures 5:45am-9:45am, returns 1:30-5:30pm)",in-house,https://tongarirocrossingshuttles.co.nz,unknown,07 892 2870,unknown,In-house email-confirmation bookings; multiple departure waves + Northern Circuit one-ways; weather cancellations,https://tongarirocrossingshuttles.co.nz/
0,Tongariro Track Transport,Tongariro/Ruapehu,National Park Village,shuttle-transfer,unknown,unknown,https://www.thetongarirocrossing.com,unknown,0800 872 258,unknown,Daily TAC shuttle bundled with accommodation packages (Tongariro Freedom Package); weather-dependent ops,https://www.tongarirocrossing.org.nz/business-listing/tongariro-track-transport
0,Tongariro Volcanic Adventures (National Park Backpackers),Tongariro/Ruapehu,National Park Village,shuttle-transfer,"12-seater vans to 47-seater buses, all snow/ice equipped",unknown,https://www.npbp.co.nz,unknown,07 892 2870,unknown,"Multi-vehicle fleet running TAC, Whakapapa, 42 Traverse + Fishers Track shuttles year-round",https://www.tongarirocrossing.org.nz/business-listing/tongariro-volcanic-adventures
0,Wellington Bus and Coach Hire,Wellington,Wellington,charter coach,12-57 seat minibuses and coaches,in-house,https://wellingtonbusandcoachhire.co.nz/,unknown,unknown,unknown,"Quote-request charter model; services Wairarapa, Palmerston North, Whanganui",https://wellingtonbusandcoachhire.co.nz/
0,Remutaka Shuttles,Wellington/Wairarapa,Featherston,shuttle-transfer,unknown,unknown,https://remutakashuttles.com/,unknown,unknown,unknown,Shuttle and charter plus wedding and corridor runs Wellington-Wairarapa; site blocked automated fetch,https://remutakashuttles.com/
0,Wai Shuttles / Wai Tours,Wellington/Wairarapa,Masterton,shuttle-transfer,luxury 8-seater vehicles,unknown,https://www.waishuttles.co.nz/,unknown,unknown,unknown,Airport transfers plus pre-designed food and wine tours; site blocked automated fetch,https://www.waishuttles.co.nz/tours/
0,Go Tracks (Paparoa Shuttles / Wilderness Trail Shuttle),West Coast,Hokitika / Greymouth,shuttle-transfer,"Shuttle fleet for riders, bikes, bags and car relocation across Wilderness Trail, Paparoa Track, Old Ghost Road, Kawatiri; depots in Hokitika and Greymouth",in-house,https://gotracks.co.nz,unknown,+64 20 4149 9255,unknown,On-demand (not fixed schedule) shuttles across 4 trails - dispatch complexity; recently consolidated brands,https://gotracks.co.nz/tracks-trails/west-coast-wilderness-trail/transfers-timetable-westcoastshuttlenz
0,Karamea Express,West Coast,Karamea / Westport,shuttle-transfer,unknown (daily Karamea-Westport with accommodation pickups),unknown,http://www.karameaexpress.co.nz,unknown,+64 3 782 6757,unknown,Daily accommodation pickups on remote route; basic PHP website,http://www.karameaexpress.co.nz/Contact.php
0,Trail Transport,West Coast,Greymouth,shuttle-transfer,Shuttle buses for bikers/bikes on West Coast Wilderness Trail,in-house,https://www.trailtransport.co.nz,unknown,unknown,unknown,Own online booking page; trail-start logistics from Greymouth,https://www.trailtransport.co.nz/wilderness-trail-shuttle-bus/
0,Westport Shuttles (Buller Taxis),West Coast,Westport,shuttle-transfer,unknown (daily Westport-Nelson and Westport-Christchurch; Picton/Blenheim on request),unknown,unknown,unknown,+64 3 789 6900,unknown,On-request long-distance services; TripAdvisor listed,https://tripadvisor.com/Attraction_Review-g255125-d14179787-Reviews-Westport_Shuttles-Westport_West_Coast_Region_South_Island.html
0,A2B Transport,Whakatane,Whakatane (airport),shuttle-transfer,vans up to 11-12 pax; corporate car fleet,in-house,https://www.a2btransport.co.nz,unknown,0800 872 555,unknown,24/7 on-demand airport shuttles across Whakatane/Tauranga/Rotorua; exclusive transport provider for White Island Tours,https://www.a2btransport.co.nz/
0,Take It Easy Tours,Whanganui/Manawatu,Whanganui,charter coach,coach tours; staff Jason and Jimmy in testimonials,in-house,https://www.takeiteasytours.nz/,unknown,0508 482269,unknown,Group charters New Plymouth to Wellington plus scheduled multi-day coach tour dates through 2027,https://www.takeiteasytours.nz/group-charters
